system:index,area_km2,from_class,interval_duration_yrs,region,to_class,year_final,year_initial,.geo
0,207761.6579806995,1,5,SAF,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,16444.69964597256,1,5,SAF,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,18453.231991371325,1,5,SAF,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,8058.714663202596,1,5,SAF,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,17.809119349564135,1,5,SAF,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,489.84986764192575,1,5,SAF,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,627.6409293556026,1,5,SAF,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,485.88743172832613,1,5,SAF,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,95.72769197611326,1,5,SAF,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,19915.971496503178,2,5,SAF,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,1957222.8012308187,2,5,SAF,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,92174.7450696701,2,5,SAF,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,25037.386761757432,2,5,SAF,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,10.979343806974763,2,5,SAF,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,6543.928875705365,2,5,SAF,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,1025.8571102088788,2,5,SAF,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,613.7151955143878,2,5,SAF,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,207.14175806829425,2,5,SAF,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,32328.141596667745,3,5,SAF,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,79530.38064821079,3,5,SAF,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,1792311.3302072515,3,5,SAF,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,67377.19655416756,3,5,SAF,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,109.5594581230871,3,5,SAF,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,1821.968598776086,3,5,SAF,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,1887.2681506235274,3,5,SAF,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,5821.544807690729,3,5,SAF,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,193.6895861705078,3,5,SAF,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,9488.597988337458,4,5,SAF,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,27247.500392725913,4,5,SAF,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,75421.54901118358,4,5,SAF,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,867959.1252891548,4,5,SAF,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,133.7757365575806,4,5,SAF,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,1301.8242869748374,4,5,SAF,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,1171.0847552057523,4,5,SAF,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,9706.980928296418,4,5,SAF,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,83.23506097045684,4,5,SAF,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,55.517666436874805,5,5,SAF,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,8.306052109842936,5,5,SAF,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,66.77768427534467,5,5,SAF,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,63.56711200680841,5,5,SAF,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,177.9477200419398,5,5,SAF,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,5.571322690129778,5,5,SAF,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,6.957299367126465,5,5,SAF,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,109.09226600119389,5,5,SAF,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,1.8347839304199218,5,5,SAF,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,464.27051151072055,6,5,SAF,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,4662.792883720076,6,5,SAF,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,2869.1609034603716,6,5,SAF,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,1312.1479949626805,6,5,SAF,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,4.365645444079829,6,5,SAF,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,76091.2060862205,6,5,SAF,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,46.968003638729066,6,5,SAF,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,992.1767592303975,6,5,SAF,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,1576.8134227982955,6,5,SAF,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,652.6543253860915,7,5,SAF,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,722.3041889153411,7,5,SAF,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,1360.3655179420036,7,5,SAF,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,841.3370723395944,7,5,SAF,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,6.141040299352548,7,5,SAF,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,35.78310025986401,7,5,SAF,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,21145.489381463427,7,5,SAF,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,460.5269686527518,7,5,SAF,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,27.14216621138701,7,5,SAF,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,605.3822321916448,8,5,SAF,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,407.984606240645,8,5,SAF,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,4861.624551684686,8,5,SAF,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,5877.441415700957,8,5,SAF,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,143.61444687206196,8,5,SAF,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,1312.8058005466144,8,5,SAF,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,466.59742909475005,8,5,SAF,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
