system:index,area_km2,from_class,interval_duration_yrs,region,to_class,year_final,year_initial,.geo
0,531556.3816366589,1,5,EAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,13105.022319253358,1,5,EAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,19704.181592591984,1,5,EAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,5871.588416737663,1,5,EAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,37.5183624175439,1,5,EAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,689.2279451219326,1,5,EAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,2125.744812996047,1,5,EAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,1158.0456589256432,1,5,EAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,39.02997580360084,1,5,EAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,17962.602104983445,2,5,EAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,2336544.9622885254,2,5,EAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,39541.91779562586,2,5,EAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,5787.6840568922025,2,5,EAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,18.328462162271656,2,5,EAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,7320.30589018722,2,5,EAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,1093.2878598152122,2,5,EAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,787.6265470945582,2,5,EAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,70.65627848864746,2,5,EAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,23342.04809853529,3,5,EAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,36870.45962829336,3,5,EAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,1529687.2689903989,3,5,EAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,12269.969315146896,3,5,EAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,36.255266749944944,3,5,EAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,3950.686666484113,3,5,EAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,805.9511241550475,3,5,EAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,1632.3652408389949,3,5,EAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,29.05329030515161,3,5,EAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,6072.827308918676,4,5,EAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,8321.521475161238,4,5,EAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,15886.954643661375,4,5,EAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,794290.7643446323,4,5,EAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,51.798144431621715,4,5,EAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,833.1447727873173,4,5,EAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,707.2415121321952,4,5,EAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,6275.2123846082895,4,5,EAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,20.210715988413614,4,5,EAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,41.59618804174805,5,5,EAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,17.9917988226237,5,5,EAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,42.865465582561185,5,5,EAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,47.83883839827881,5,5,EAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,522.7763438062751,5,5,EAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,1.1125254571533203,5,5,EAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,1.8502744561157227,5,5,EAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,49.26752720366953,5,5,EAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0.2274064888305664,5,5,EAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,706.6859827450646,6,5,EAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,7398.2708411696585,6,5,EAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,5264.858631620211,6,5,EAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,617.5665663797945,6,5,EAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,1.3565346577148438,6,5,EAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,56626.35996300336,6,5,EAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,23.45004375986209,6,5,EAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,613.3504000179291,6,5,EAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,1612.5148010519565,6,5,EAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,0.00178542529296875,6,5,EAF,10,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,1991.396173769517,7,5,EAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,966.1851682028615,7,5,EAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,758.49091287269,7,5,EAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,554.9297997056436,7,5,EAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,2.672464244628906,7,5,EAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,19.690979557784257,7,5,EAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,15484.46770847582,7,5,EAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,425.3847648293342,7,5,EAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,6.991874868940525,7,5,EAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,950.3513947203653,8,5,EAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,770.3403531024662,8,5,EAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,2994.422119068211,8,5,EAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,6299.841765492234,8,5,EAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,37.70365100539072,8,5,EAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,592.1781066618379,8,5,EAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,585.5685659854238,8,5,EAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,352681.6395379556,8,5,EAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,141.31338613362652,8,5,EAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,0.008927257995605469,8,5,EAF,10,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,104.97867611929573,9,5,EAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
