system:index,area_km2,from_class,interval_duration_yrs,region,to_class,year_final,year_initial,.geo
0,542619.2746061381,1,5,EAF,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,23846.26303878854,1,5,EAF,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,22685.323006537386,1,5,EAF,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,7573.194091596764,1,5,EAF,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,62.81384530078125,1,5,EAF,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,978.7673514082524,1,5,EAF,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,1883.0213646950242,1,5,EAF,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,1505.7080455947357,1,5,EAF,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,52.2789746394043,1,5,EAF,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,36726.93141520447,2,5,EAF,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,2279908.207026272,2,5,EAF,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,59662.99464487303,2,5,EAF,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,5711.892815991935,2,5,EAF,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,26.044331707638968,2,5,EAF,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,7860.966466324477,2,5,EAF,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,1011.2602455700438,2,5,EAF,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,1074.9419522662668,2,5,EAF,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,122.11563652373574,2,5,EAF,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,38914.26387722197,3,5,EAF,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,54694.32851168055,3,5,EAF,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,1486692.8382054707,3,5,EAF,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,21656.309271349888,3,5,EAF,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,122.9506006479083,3,5,EAF,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,6224.279377241901,3,5,EAF,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,1084.937853776097,3,5,EAF,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,4046.01901135776,3,5,EAF,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,73.94505661736893,3,5,EAF,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,10704.400853980836,4,5,EAF,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,11635.747721444915,4,5,EAF,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,23217.072570195935,4,5,EAF,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,762105.9126965747,4,5,EAF,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,142.30495701179106,4,5,EAF,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,839.519253323297,4,5,EAF,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,1099.7833603960357,4,5,EAF,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,11693.804257479009,4,5,EAF,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,30.425044610392256,4,5,EAF,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,65.76314511677869,5,5,EAF,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,20.721395806518554,5,5,EAF,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
