system:index,area_km2,from_class,interval_duration_yrs,region,to_class,year_final,year_initial,.geo
0,37747.35153620344,1,2,SAH,1,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,504.4990856938079,1,2,SAH,2,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,280.978380491832,1,2,SAH,3,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,1254.1667369548725,1,2,SAH,4,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,5.007169757629394,1,2,SAH,5,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,44.05552294162119,1,2,SAH,6,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,208.63714919846836,1,2,SAH,7,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,546.7295977896097,1,2,SAH,8,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,29.761825068225814,1,2,SAH,9,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,375.3923919694489,2,2,SAH,1,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,6026.751387015831,2,2,SAH,2,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,129.21756227115551,2,2,SAH,3,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,296.6991279466783,2,2,SAH,4,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,2.1275517298583986,2,2,SAH,5,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,21.16226631097843,2,2,SAH,6,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,9.49695232305549,2,2,SAH,7,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,74.86537421374344,2,2,SAH,8,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,2.6348015084838865,2,2,SAH,9,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,219.85756074488143,3,2,SAH,1,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,189.7345139222412,3,2,SAH,2,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,17797.705881883052,3,2,SAH,3,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,1640.3726713768588,3,2,SAH,4,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,13.972956055838313,3,2,SAH,5,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,55.043773898631855,3,2,SAH,6,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,16.611931190299718,3,2,SAH,7,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,1346.3318862318843,3,2,SAH,8,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,7.446660617271752,3,2,SAH,9,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,1812.8760622608677,4,2,SAH,1,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,480.3616088660099,4,2,SAH,2,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,2177.114841197849,4,2,SAH,3,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,451192.30401857366,4,2,SAH,4,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,74.65790075964355,4,2,SAH,5,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,392.5983560624359,4,2,SAH,6,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,224.45637880267907,4,2,SAH,7,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,8636.582818724453,4,2,SAH,8,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,13.491119784606934,4,2,SAH,9,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,4.548318639003858,5,2,SAH,1,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,1.060220142211914,5,2,SAH,2,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,6.317909791852166,5,2,SAH,3,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,42.80669958497075,5,2,SAH,4,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,396.3472818812591,5,2,SAH,5,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,0.011732116943359376,5,2,SAH,6,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,1.6065230982666017,5,2,SAH,7,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,39.801961297628964,5,2,SAH,8,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,1.4034094299926758,5,2,SAH,9,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,40.79911939179209,6,2,SAH,1,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,20.821845940118052,6,2,SAH,2,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,41.07800252718052,6,2,SAH,3,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,730.105107533092,6,2,SAH,4,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.06569598474121094,6,2,SAH,5,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,7271.389323623804,6,2,SAH,6,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,5.707976321676098,6,2,SAH,7,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
