system:index,area_km2,from_class,interval_duration_yrs,region,to_class,year_final,year_initial,.geo
0,562915.3859414434,1,5,EAF,1,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,29583.86646370329,1,5,EAF,2,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,27342.49842336333,1,5,EAF,3,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,8883.57842317716,1,5,EAF,4,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,58.70253920804994,1,5,EAF,5,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,834.8359073584928,1,5,EAF,6,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,1890.7684430784557,1,5,EAF,7,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,2118.762084085705,1,5,EAF,8,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,94.89335180040403,1,5,EAF,9,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,39047.18614772947,2,5,EAF,1,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,2256021.4583945777,2,5,EAF,2,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,67524.90033103742,2,5,EAF,3,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,7446.044137880549,2,5,EAF,4,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,41.71183233319092,2,5,EAF,5,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,5179.003031428142,2,5,EAF,6,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,809.8053734207444,2,5,EAF,7,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,1289.9137166273636,2,5,EAF,8,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,305.26674751732514,2,5,EAF,9,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,41688.926521802234,3,5,EAF,1,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,65253.44451283413,3,5,EAF,2,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,1452475.9741135715,3,5,EAF,3,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,30206.640357934953,3,5,EAF,4,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,112.17946834270735,3,5,EAF,5,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,3637.2275689071703,3,5,EAF,6,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,1080.7530421027507,3,5,EAF,7,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
