system:index,area_km2,from_class,interval_duration_yrs,region,to_class,year_final,year_initial,.geo
0,32875.48907462259,1,5,SAH,1,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,705.235082525741,1,5,SAH,2,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,415.10661562818365,1,5,SAH,3,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,2587.163195140631,1,5,SAH,4,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,12.442255305664062,1,5,SAH,5,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,61.16442442196547,1,5,SAH,6,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,574.4368808961399,1,5,SAH,7,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,1187.1301418411654,1,5,SAH,8,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,125.25771055957031,1,5,SAH,9,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,513.7219083679497,2,5,SAH,1,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,4180.711011464346,2,5,SAH,2,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,255.2801164703369,2,5,SAH,3,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,471.3344199106936,2,5,SAH,4,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,3.6425921903076173,2,5,SAH,5,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,33.41453414556885,2,5,SAH,6,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,24.87619605541992,2,5,SAH,7,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,151.35205515582496,2,5,SAH,8,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,9.628599614556524,2,5,SAH,9,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,340.2450196047588,3,5,SAH,1,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,233.03200858130938,3,5,SAH,2,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,11973.004281743228,3,5,SAH,3,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,4065.490644683936,3,5,SAH,4,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,14.749684001464844,3,5,SAH,5,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,55.33321568730683,3,5,SAH,6,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,35.02282455474494,3,5,SAH,7,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,2482.453897672559,3,5,SAH,8,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,85.55490756781964,3,5,SAH,9,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,4568.126579781831,4,5,SAH,1,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,1485.6878767637224,4,5,SAH,2,2020,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
