system:index,area_km2,from_class,interval_duration_yrs,region,to_class,year_final,year_initial,.geo
0,253910.66577026976,1,2,MED,1,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,870.8198300312165,1,2,MED,2,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,788.1919378657614,1,2,MED,3,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,11.155095580084108,1,2,MED,4,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,5.0387161613769536,1,2,MED,5,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,88.35741869946432,1,2,MED,6,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,856.2777100803175,1,2,MED,7,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,5792.0706808008845,1,2,MED,8,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,18.432889021673944,1,2,MED,9,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,1168.503132500872,2,2,MED,1,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,37681.59833484186,2,2,MED,2,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,499.9678584843137,2,2,MED,3,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.1796590782470703,2,2,MED,4,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.3800677807006836,2,2,MED,5,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,10.533965162084003,2,2,MED,6,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,14.083142884220381,2,2,MED,7,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,381.4015454669549,2,2,MED,8,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,9.949355532615032,2,2,MED,9,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,1039.9072407209344,3,2,MED,1,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,382.281690560814,3,2,MED,2,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,38110.81540255311,3,2,MED,3,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.4438109594116211,3,2,MED,4,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,1.0082437256469727,3,2,MED,5,2022,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
