system:index,area_km2,from_class,interval_duration_yrs,region,to_class,year_final,year_initial,.geo
0,204576.45990967378,1,5,SAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,7928.878629642905,1,5,SAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,16981.639896585744,1,5,SAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,4733.229609384644,1,5,SAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,14.026746315653961,1,5,SAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,518.6092059665518,1,5,SAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,661.6713336474841,1,5,SAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,448.8120065926931,1,5,SAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,117.80391243627237,1,5,SAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,12111.904523702098,2,5,SAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,2025857.3204025824,2,5,SAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,83359.86705753123,2,5,SAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,21793.338840307457,2,5,SAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,5.826626864086914,2,5,SAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,7173.081911222587,2,5,SAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,1038.5669167252668,2,5,SAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,470.14581269120123,2,5,SAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,137.2412908630347,2,5,SAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,22325.680597266994,3,5,SAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,55472.503743984904,3,5,SAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,1818973.3836954124,3,5,SAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,73450.88047535284,3,5,SAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,76.97576422612208,3,5,SAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,2426.435237388244,3,5,SAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,1968.187904890964,3,5,SAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,4296.327484717565,3,5,SAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,169.348013662489,3,5,SAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,7156.3129522754525,4,5,SAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,13817.78820228638,4,5,SAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,56170.30242720574,4,5,SAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,873025.1816321458,4,5,SAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,69.82869911264385,4,5,SAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,1287.9755675965273,4,5,SAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,963.3332594146999,4,5,SAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,7499.928397775508,4,5,SAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,87.90815117924566,4,5,SAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,16.723675401290354,5,5,SAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,5.077696692321777,5,5,SAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,57.70714823090605,5,5,SAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,52.876043584284766,5,5,SAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,120.8796852962984,5,5,SAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,4.459848904560164,5,5,SAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,6.596589754038613,5,5,SAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,40.016266514074466,5,5,SAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,2.794039354714308,5,5,SAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,451.0392880865904,6,5,SAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,5353.881236860731,6,5,SAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,2095.068898883493,6,5,SAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,1334.750136903552,6,5,SAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,13.148527241271973,6,5,SAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,73814.27181352409,6,5,SAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,38.09431529433282,6,5,SAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,908.9449547892166,6,5,SAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,1822.8798466185647,6,5,SAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,525.4325835888396,7,5,SAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,564.1542778330963,7,5,SAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,1033.0130752153561,7,5,SAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,610.4242067179239,7,5,SAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,7.227188743596813,7,5,SAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,29.22912178209371,7,5,SAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,18838.251664914686,7,5,SAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,337.60517122104005,7,5,SAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,17.546472321999225,7,5,SAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,332.54348073961256,8,5,SAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,329.3984409517085,8,5,SAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,5840.462568723866,8,5,SAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,10017.40231753853,8,5,SAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,143.3518961908792,8,5,SAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,1091.0524883594921,8,5,SAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,526.1166888243085,8,5,SAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,403910.2367904275,8,5,SAF,8,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,169.08516887615582,8,5,SAF,9,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,165.65348852392387,9,5,SAF,1,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,310.18775916703794,9,5,SAF,2,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,380.82407871848454,9,5,SAF,3,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,138.4308772770144,9,5,SAF,4,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,6.164621377868652,9,5,SAF,5,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,2744.8806781254566,9,5,SAF,6,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,34.14535902830356,9,5,SAF,7,2005,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
