system:index,area_km2,from_class,interval_duration_yrs,region,to_class,year_final,year_initial,.geo
0,32076.038319549665,1,5,SAH,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,624.0485329354516,1,5,SAH,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,316.66985616196195,1,5,SAH,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,3568.2978383391114,1,5,SAH,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,5.69134941619873,1,5,SAH,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,108.61256455687854,1,5,SAH,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,945.2515057219323,1,5,SAH,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,1241.4394277633553,1,5,SAH,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,14.480327496723728,1,5,SAH,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,296.71584262344015,2,5,SAH,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,3799.9896798087602,2,5,SAH,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,132.45910645574952,2,5,SAH,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,526.4075695032303,2,5,SAH,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.909158087890625,2,5,SAH,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,37.54051259301758,2,5,SAH,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,9.395889116651349,2,5,SAH,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,117.58729961771004,2,5,SAH,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,4.571593395874023,2,5,SAH,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,213.07230759368252,3,5,SAH,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,202.15867097052,3,5,SAH,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,12603.875812930077,3,5,SAH,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,4876.445098802862,3,5,SAH,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,14.77565497479248,3,5,SAH,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,44.00222755932928,3,5,SAH,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,17.86921862673723,3,5,SAH,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,2557.216965510715,3,5,SAH,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,3.843477289428711,3,5,SAH,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,3409.243953927104,4,5,SAH,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,739.2566757670164,4,5,SAH,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,3445.304258775885,4,5,SAH,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,435569.7044551293,4,5,SAH,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,95.50020467452656,4,5,SAH,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,616.5027296931036,4,5,SAH,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,458.5827723252762,4,5,SAH,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,24512.68113478495,4,5,SAH,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,31.019146600830076,4,5,SAH,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,5.546869929992676,5,5,SAH,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,1.7420786345214845,5,5,SAH,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,10.3751817444458,5,5,SAH,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,88.6066163789759,5,5,SAH,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,253.32244096498448,5,5,SAH,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,0.030355779357910156,5,5,SAH,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,3.084017322265625,5,5,SAH,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,87.366928823589,5,5,SAH,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0.031692765258789064,5,5,SAH,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,70.53660444439387,6,5,SAH,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,37.906410129649444,6,5,SAH,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,65.22357300709778,6,5,SAH,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,910.0995677160386,6,5,SAH,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.1159228941040039,6,5,SAH,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,7337.729363664498,6,5,SAH,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,11.473467005478087,6,5,SAH,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,1785.9827876506727,6,5,SAH,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,474.97912250140956,6,5,SAH,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,178.0727207413835,7,5,SAH,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,11.443259608947754,7,5,SAH,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,14.179980361690028,7,5,SAH,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,349.66439314198357,7,5,SAH,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,2.309678230529785,7,5,SAH,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,7.91635903488267,7,5,SAH,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,5475.224844244255,7,5,SAH,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,720.1258265829757,7,5,SAH,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,3.0851595823383406,7,5,SAH,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,2205.593913699242,8,5,SAH,1,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,218.92474879591475,8,5,SAH,2,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,2649.232550522515,8,5,SAH,3,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,24940.450683740386,8,5,SAH,4,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,119.35281663340035,8,5,SAH,5,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,1097.7528580672542,8,5,SAH,6,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,1019.1011003428247,8,5,SAH,7,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,8190017.354440151,8,5,SAH,8,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,289.2841952227606,8,5,SAH,9,2015,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
